keyword,status,library_id,date,page_name,page_link,sponsored,ad_text,media_url
Hi 88,Active,2403557733369220,,Trang sức bạc Hải Nam,https://web.facebook.com/trangsucbachainam/,Yes,"👩‍👩‍👧 MÓN QUÀ Ý NGHĨA BA MẸ DÀNH CHO BÉ YÊU 

👉 Lắc tay bạc ta Khắc tên theo yêu cầu cho bé .

🔅 Chất liệu bạc ta dày dặn giúp bé kháng khuẩn. 
🌟 Vòng tay điều chỉnh được to nhỏ 
🌟 Lắc dây shop có làm dư dây phụ điều chỉnh khi bé lớn lên .
-------------------
👍 Chất liệu bạc chuẩn, bền bỉ, sáng bóng bất chấp thời gian. 

😍 Ngoài lắc tay shop có cả dây chuyền , bông tai v.v cho bé nữa nhé . 

🚚  ship COD toàn quốc - nhận hàng kiểm hàng mới thanh toán
👍 Có giấy bảo hành 
- TUYỂN sỉ -lẻ  CTV toàn quốc 
ĐT:   0975 324 688
Zalo: 0984 193 919",https://scontent.fpnh5-4.fna.fbcdn.net/v/t39.35426-6/470235856_544880065187935_702101099940861001_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=DgHAeeMnwdgQ7kNvwEa-wIR&_nc_oc=Adq073IOdV2m5JHrpm71moFEFqQKZWvSZ7tjYacnywv1XOXW_aFNxDk5BXWe_7UB9Y4&_nc_zt=14&_nc_ht=scontent.fpnh5-4.fna&_nc_gid=R3Xy7PLNtBGhu6IFUPk-aQ&_nc_ss=7f289&oh=00_Af4PYC5jDpKNjYx6ly9dfxd4ELe-alv6HKyStc-gE9hs7g&oe=6A0B8AAB
Hi 88,Inactive,1559023088746577,21 Dec 2025 - 1 Jan 2026,𝐇𝐢𝟖𝟖 - 𝐓𝐡𝐢ê𝐧 Đườ𝐧𝐠 𝐆𝐢ả𝐢 𝐓𝐫í,https://web.facebook.com/hi88thienduongvuichoi/,Yes,,
Hi 88,Active,1294641722495448,,Trang sức bạc Hải Nam,https://web.facebook.com/trangsucbachainam/,Yes,"✅ KHẮC TÊN RIÊNG, TẶNG TRỌN YÊU THƯƠNG 
🥇 [BẠC HẢI NAM] – Thương hiệu bạc uy tín, hơn 10.000 mẹ tin chọn!

👶 Mỗi em bé là một thiên thần nhỏ, xứng đáng có món quà đầu đời thật ý nghĩa!
💎 Lắc tay bạc ta nguyên chất – kháng khuẩn, bảo vệ sức khoẻ, giúp bé tránh gió, ít ốm vặt
✨ Khắc tên – ngày sinh – con giáp theo yêu cầu
🎀 Thiết kế độc đáo, vừa vặn cổ tay bé, đeo xinh cả bé trai lẫn bé gái

📦 Quà tặng đầy tháng – thôi nôi – sinh nhật cực kỳ ý nghĩa
📃 Có giấy kiểm định & bảo hành rõ ràng
🔁 Chính sách đổi trả linh hoạt – nhận hàng mới thanh toán

💼 Nhận sỉ – lẻ – CTV toàn quốc
📲 Gọi ngay: 0975 324 688
💬 Zalo: 0984 193 919

💌 Inbox đặt vòng ngay hôm nay – Khắc tên MIỄN PHÍ – Giao hàng tận tay!
👉 Bảo vệ bé yêu từ những điều nhỏ nhất!",https://scontent.fpnh5-3.fna.fbcdn.net/v/t39.35426-6/571111795_1948235652385984_7955461706500123145_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=y-LC768gg0wQ7kNvwFAlYal&_nc_oc=AdqGBqjbCI_r4Ur08PPpaW7z_aW72YX4bf5D4b_uOtggQpbJMGEeOhVAD6_HW-OZoLM&_nc_zt=14&_nc_ht=scontent.fpnh5-3.fna&_nc_gid=R3Xy7PLNtBGhu6IFUPk-aQ&_nc_ss=7f289&oh=00_Af4mpB-W1LEE91Q71_xTli_v-_9NT5cgERxUBBtqB0bZvA&oe=6A0B7CE6
Hi 88,Inactive,4437168753170880,26 Mar 2026 - 28 Mar 2026 · Total active time 17 hrs,Hi88 - Trang Chủ Uy Tín,https://web.facebook.com/61550563467431/,Yes,,
Hi 88,Active,495053012839833,,Shop PHỤ KIỆN BL Cần Thơ,https://web.facebook.com/shopphukienblcantho/,Yes,"PHỤ KIỆN BL ""S_A_L_E""
_Tai nghe dây / Tai nghe Bluetooth 
_Dây đeo, Kính cường lực 
_Cáp sạc/  Đồng hồ
_Đèn live/ Kệ đở,......
_Vào trang để xem thêm nhiều sản phẩm hơn!
_________________________
Địa chỉ: Hẻm liên tổ 12-20_Nguyễn văn cừ nối dài_An Khánh_Ninh Kiều_Cần Thơ.
_Chạy vào hẻm 30m thấy Shop ""Phụ Kiện BL"" bên phải ạ!",https://scontent.fpnh5-2.fna.fbcdn.net/v/t39.35426-6/333334659_681224050421568_1192776718427698812_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=gCaFoqG-LSIQ7kNvwGEJ4DG&_nc_oc=AdrHKVZu-Oh4SYeBVNKm8AiIt6xg5AatebcCEl64ijGHzUuCLZ404f8-m-aSS2Lj3Uc&_nc_zt=14&_nc_ht=scontent.fpnh5-2.fna&_nc_gid=R3Xy7PLNtBGhu6IFUPk-aQ&_nc_ss=7f289&oh=00_Af6iJ5K73O4fMHJaEJdJu40PV8961a3SzVCxZjGRV5Cm0Q&oe=6A0B7480
Hi 88,Inactive,1259810059630798,21 Mar 2026 - 22 Mar 2026 · Total active time 14 hrs,Hi88 - Khuyến Mãi Hot,https://web.facebook.com/61550509831744/,Yes,,
Hi 88,Inactive,875979588762338,26 Feb 2026 - 1 Mar 2026 · Total active time 3 hrs,𝐇𝐢𝟖𝟖 - 𝐆𝐢ả𝐢 𝐓𝐫í 𝐌ỗ𝐢 𝐍𝐠à𝐲,https://web.facebook.com/61588079909005/,Yes,,
Hi 88,Inactive,1585847849190235,5 May 2026 - 9 May 2026,Sent.dm,https://web.facebook.com/sentinc/,Yes,"Sent picks the least-cost channel for every recipient at send time. RCS where it lands, WhatsApp where it converts, SMS where it has to.",https://scontent.fpnh5-4.fna.fbcdn.net/v/t39.35426-6/687015434_2461881250931972_4480713321993526365_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=fgdVXD53kMgQ7kNvwGomRlT&_nc_oc=AdoHvn_WrBKPE-9JUJXejZopuRIc7vbAsfGN6LmpF20lCYnlzjhU8kgAC5uox54rhHw&_nc_zt=14&_nc_ht=scontent.fpnh5-4.fna&_nc_gid=9GjXOzYDcYKnz_7B-rdg6A&_nc_ss=7f289&oh=00_Af4GLCLY1R3oYxmBcYVXSuj65LxrGq3FMtFJr1fgRPExIw&oe=6A0B64B9
Hi 88,Inactive,1324521129432799,15 Jan 2026 - 18 Jan 2026 · Total active time <1 hr,𝐇𝐢𝟖𝟖 - 𝐓𝐫𝐚𝐧𝐠 𝐂𝐡ủ 𝐔𝐲 𝐓í𝐧,https://web.facebook.com/hi88trangchuuytinn/,Yes,,
Hi 88,Inactive,2290367738150438,2 Feb 2026 - 8 Feb 2026,Advertising Standards,https://l.facebook.com/l.php?u=https%3A%2F%2Ftransparency.meta.com%2Fpolicies%2Fad-standards%2F&h=AUDFdS14LdT1Dg19ayZ38sld_rQRgtqS_pyuC6OGnQDRkomvjqI0L-1ier6m3ds3uS2l8gZPJB0XIq-cvcx3C2sc5ISIMOsMSRX9CNXRMT2KadjOuHcGSU3H5e8r9W-9zihWNLR4IOZc4EHql9PPJBHVg6I,Yes,,
Hi 88,Inactive,1257748839510605,6 Jan 2026 - 14 Jan 2026,Hi88 Xin Chào,https://web.facebook.com/Hi88xinchao1/,Yes,,
Hi 88,Inactive,1972013847044687,15 Jan 2026 - 18 Jan 2026 · Total active time <1 hr,𝐇𝐢𝟖𝟖 - 𝐓𝐫𝐚𝐧𝐠 𝐂𝐡ủ 𝐔𝐲 𝐓í𝐧,https://web.facebook.com/hi88trangchuuytinn/,Yes,,
Hi 88,Inactive,891370293756999,31 Jan 2026 - 8 Feb 2026,Hi88 - Tài Lộc Khai Xuân,https://web.facebook.com/61551062983663/,Yes,,
Hi 88,Inactive,983260404860208,25 Dec 2025 - 1 Jan 2026,𝐇𝐢𝟖𝟖 - 𝐓𝐡𝐢ê𝐧 Đườ𝐧𝐠 𝐆𝐢ả𝐢 𝐓𝐫í,https://web.facebook.com/hi88thienduongvuichoi/,Yes,,
Hi 88,Inactive,3224616791053162,26 Jan 2026 - 30 Jan 2026,Advertising Standards,https://l.facebook.com/l.php?u=https%3A%2F%2Ftransparency.meta.com%2Fpolicies%2Fad-standards%2F&h=AUDFdS14LdT1Dg19ayZ38sld_rQRgtqS_pyuC6OGnQDRkomvjqI0L-1ier6m3ds3uS2l8gZPJB0XIq-cvcx3C2sc5ISIMOsMSRX9CNXRMT2KadjOuHcGSU3H5e8r9W-9zihWNLR4IOZc4EHql9PPJBHVg6I,Yes,,
Hi 88,Inactive,1216980749929786,26 Jan 2026 - 30 Jan 2026,Advertising Standards,https://l.facebook.com/l.php?u=https%3A%2F%2Ftransparency.meta.com%2Fpolicies%2Fad-standards%2F&h=AUDFdS14LdT1Dg19ayZ38sld_rQRgtqS_pyuC6OGnQDRkomvjqI0L-1ier6m3ds3uS2l8gZPJB0XIq-cvcx3C2sc5ISIMOsMSRX9CNXRMT2KadjOuHcGSU3H5e8r9W-9zihWNLR4IOZc4EHql9PPJBHVg6I,Yes,,
Hi 88,Inactive,898745429525959,14 Feb 2026 - 15 Feb 2026 · Total active time 4 hrs,Hi88 - Lộc Vui Mỗi Ngày,https://web.facebook.com/100093452261279/,Yes,,
Hi 88,Inactive,1239115264861286,2 Feb 2026 - 8 Feb 2026,Advertising Standards,https://l.facebook.com/l.php?u=https%3A%2F%2Ftransparency.meta.com%2Fpolicies%2Fad-standards%2F&h=AUDFdS14LdT1Dg19ayZ38sld_rQRgtqS_pyuC6OGnQDRkomvjqI0L-1ier6m3ds3uS2l8gZPJB0XIq-cvcx3C2sc5ISIMOsMSRX9CNXRMT2KadjOuHcGSU3H5e8r9W-9zihWNLR4IOZc4EHql9PPJBHVg6I,Yes,,
Hi 88,Inactive,943220381476124,25 Feb 2026 - 28 Feb 2026,Advertising Standards,https://l.facebook.com/l.php?u=https%3A%2F%2Ftransparency.meta.com%2Fpolicies%2Fad-standards%2F&h=AUDFdS14LdT1Dg19ayZ38sld_rQRgtqS_pyuC6OGnQDRkomvjqI0L-1ier6m3ds3uS2l8gZPJB0XIq-cvcx3C2sc5ISIMOsMSRX9CNXRMT2KadjOuHcGSU3H5e8r9W-9zihWNLR4IOZc4EHql9PPJBHVg6I,Yes,,
Hi 88,Inactive,1516701523791732,5 Mar 2026 - 7 Mar 2026 · Total active time 4 hrs,𝐇𝐢𝟖𝟖 - 𝐆𝐢ả𝐢 𝐓𝐫í 𝐌ỗ𝐢 𝐍𝐠à𝐲,https://web.facebook.com/61588079909005/,Yes,,
Hi 88,Inactive,878195074588563,13 Dec 2025 - 16 Dec 2025,CM88 - Săn CODE Mỗi Ngày,https://web.facebook.com/61550691238891/,Yes,,
Hi 88,Inactive,1222841136489444,31 Jan 2026 - 7 Feb 2026,Hi88 - Tài Lộc Khai Xuân,https://web.facebook.com/61551062983663/,Yes,,
Hi 88,Active,1756196238572407,"👶🏻 𝐂𝐇Ấ𝐓 𝐋ƯỢ𝐍𝐆 - 𝐔𝐘 𝐓Í𝐍 - 𝐂𝐇Í𝐍𝐇 𝐇Ã𝐍𝐆 - 𝐇Ệ 𝐓𝐇Ố𝐍𝐆 𝐓𝐔Ấ𝐍 𝐋𝐈𝐍𝐇 𝐁𝐀𝐁𝐘 - ĐỊ𝐀 Đ𝐈Ể𝐌 𝐓𝐈𝐍 𝐂Ậ𝐘 𝐂𝐇𝐎 𝐌Ẹ 𝐕À 𝐁É!

♥️ Hệ thống Tuấn Linh Baby luôn cam kết mang tới tay các mẹ những sản phẩm 𝐒Ữ𝐀 -  𝐁Ỉ𝐌 - ĐỒ 𝐒Ơ 𝐒𝐈𝐍𝐇 - 𝐓𝐇Ự𝐂 𝐏𝐇Ẩ𝐌 𝐂𝐇Ứ𝐂 𝐍Ă𝐍𝐆 chất lương, chính hãng, đặt giá trị bền vững là nền tảng đồng hành cùng ba mẹ trên con đường phát triển của bé!
💥 Đồng hành cùng ba mẹ chào đón các cục cưng, Tuấn Linh Baby tự tin là địa chỉ tin cậy cho mẹ & bé lựa chọn sắm đồ chuẩn bị đi sinh đầy đủ trọn gói chất lượng nhất. Tuấn Linh Baby 
💥 Combo đi sinh HOÀN CHỈNH, ĐẦY ĐỦ và TIẾT KIỆM chi phí nhất với tiêu chí :
- 📌Phù hợp với tài chính của mỗi gia đình.
- 📌Luôn cập nhập những mẫu sản phẩm mới nhất. Chất lượng sản phẩm tốt nhất, an toàn cho mẹ và bé lâu dài.

 ♥️ Chỉ một lần tới Tuấn Linh, mẹ đã có thể mua TRỌN BỘ ĐỒ SƠ SINH giúp mẹ tiết kiệm rất nhiều thời gian và chi phí, mẹ có nhiều thời gian nghỉ ngơi để đảm bảo sức khỏe đón bé yêu sắp chào đời.
 ♥️TUẤN LINH BABY - Tự Hào là Bạn Đồng Hành Của Mẹ và Bé Trong Hành Trình Cùng Bé Lớn Khôn.
📌𝐇𝐨𝐭𝐥𝐢𝐧𝐞 : 0355491177 - 0369968223
 📌Cơ sở 1: Số 235 Phố Mới Thọ Xuân, Đan Phượng, Hà Nội.
 📌Cơ sở 2: 182 Nguyễn Thái Học, Thị trấn Phùng, Đan Phượng, Hà Nội. (Đối diện cổng chợ Phùng)
#suabimtuanlinh #tuanlinhbaby #combodisinh #dososinh #maymocchomevabe #xeday #xetapdi #xedochoi  #suabimthoxuan #tuanlinhbaby #thitranphung",TUẤN LINH BABY,https://web.facebook.com/100091640206235/,Yes,"👶🏻 𝐂𝐇Ấ𝐓 𝐋ƯỢ𝐍𝐆 - 𝐔𝐘 𝐓Í𝐍 - 𝐂𝐇Í𝐍𝐇 𝐇Ã𝐍𝐆 - 𝐇Ệ 𝐓𝐇Ố𝐍𝐆 𝐓𝐔Ấ𝐍 𝐋𝐈𝐍𝐇 𝐁𝐀𝐁𝐘 - ĐỊ𝐀 Đ𝐈Ể𝐌 𝐓𝐈𝐍 𝐂Ậ𝐘 𝐂𝐇𝐎 𝐌Ẹ 𝐕À 𝐁É!

♥️ Hệ thống Tuấn Linh Baby luôn cam kết mang tới tay các mẹ những sản phẩm 𝐒Ữ𝐀 -  𝐁Ỉ𝐌 - ĐỒ 𝐒Ơ 𝐒𝐈𝐍𝐇 - 𝐓𝐇Ự𝐂 𝐏𝐇Ẩ𝐌 𝐂𝐇Ứ𝐂 𝐍Ă𝐍𝐆 chất lương, chính hãng, đặt giá trị bền vững là nền tảng đồng hành cùng ba mẹ trên con đường phát triển của bé!
💥 Đồng hành cùng ba mẹ chào đón các cục cưng, Tuấn Linh Baby tự tin là địa chỉ tin cậy cho mẹ & bé lựa chọn sắm đồ chuẩn bị đi sinh đầy đủ trọn gói chất lượng nhất. Tuấn Linh Baby 
💥 Combo đi sinh HOÀN CHỈNH, ĐẦY ĐỦ và TIẾT KIỆM chi phí nhất với tiêu chí :
- 📌Phù hợp với tài chính của mỗi gia đình.
- 📌Luôn cập nhập những mẫu sản phẩm mới nhất. Chất lượng sản phẩm tốt nhất, an toàn cho mẹ và bé lâu dài.

 ♥️ Chỉ một lần tới Tuấn Linh, mẹ đã có thể mua TRỌN BỘ ĐỒ SƠ SINH giúp mẹ tiết kiệm rất nhiều thời gian và chi phí, mẹ có nhiều thời gian nghỉ ngơi để đảm bảo sức khỏe đón bé yêu sắp chào đời.
 ♥️TUẤN LINH BABY - Tự Hào là Bạn Đồng Hành Của Mẹ và Bé Trong Hành Trình Cùng Bé Lớn Khôn.
📌𝐇𝐨𝐭𝐥𝐢𝐧𝐞 : 0355491177 - 0369968223
 📌Cơ sở 1: Số 235 Phố Mới Thọ Xuân, Đan Phượng, Hà Nội.
 📌Cơ sở 2: 182 Nguyễn Thái Học, Thị trấn Phùng, Đan Phượng, Hà Nội. (Đối diện cổng chợ Phùng)
#suabimtuanlinh #tuanlinhbaby #combodisinh #dososinh #maymocchomevabe #xeday #xetapdi #xedochoi  #suabimthoxuan #tuanlinhbaby #thitranphung",https://scontent.fpnh5-4.fna.fbcdn.net/v/t39.35426-6/491024834_528981756929333_1309696132163937952_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=4MzQWUiddH0Q7kNvwF0OHEM&_nc_oc=AdqoauqRvk1rz31A-81BitYZSREIrIgAUG59NQTMPzEMNxfl6qJHkwQWT9o4cLHMick&_nc_zt=14&_nc_ht=scontent.fpnh5-4.fna&_nc_gid=iyVY9-YEbF8JsoMCwYoTVw&_nc_ss=7f289&oh=00_Af7LckWo_NK5T5MmKRC2LNJvkxy-np46VLsefXfKswMmIA&oe=6A0B6A11
Hi 88,Inactive,887166223753157,21 Dec 2025 - 28 Dec 2025,𝐇𝐢𝟖𝟖 - 𝐓𝐡𝐢ê𝐧 Đườ𝐧𝐠 𝐆𝐢ả𝐢 𝐓𝐫í,https://web.facebook.com/hi88thienduongvuichoi/,Yes,,
Hi 88,Inactive,1649980752826417,14 Feb 2026 - 15 Feb 2026 · Total active time 4 hrs,Hi88 - Lộc Vui Mỗi Ngày,https://web.facebook.com/100093452261279/,Yes,,
Hi 88,Inactive,860870470295111,5 Mar 2026 - 6 Mar 2026 · Total active time 4 hrs,𝐇𝐢𝟖𝟖 - 𝐆𝐢ả𝐢 𝐓𝐫í 𝐌ỗ𝐢 𝐍𝐠à𝐲,https://web.facebook.com/61588079909005/,Yes,,
Hi 88,Inactive,1729768867994987,29 Mar 2026 - 31 Mar 2026 · Total active time 21 hrs,Meera चीन की मीरा,https://web.facebook.com/MeeraFromChina/,Yes,"ये होली न सिर्फ रंगों का, बल्कि आपसी प्यार और भाईचारे का भी त्योहार है। आप सभी को रंगों के इस पर्व की हार्दिक बधाई। आपका जीवन हमेशा खुशहाली के रंग में रंगा रहे। 💛💚💙",https://scontent.fpnh5-4.fna.fbcdn.net/v/t39.35426-6/659938984_936483252609520_164029770184282397_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=oImE083GIvwQ7kNvwHne0qS&_nc_oc=Ado3L2FsTKF9EFrRPYYQZEIQqHuLOTiIFlgVC0wkk-Xlh3U3gfA2Zf3Zpzy0kSulFiY&_nc_zt=14&_nc_ht=scontent.fpnh5-4.fna&_nc_gid=iyVY9-YEbF8JsoMCwYoTVw&_nc_ss=7f289&oh=00_Af7-mW3xXju2G3Hy8bqUTfjsaOPC8FZnPK_8hL81RyAcPg&oe=6A0B6978
Hi 88,Inactive,1633433047654535,6 Jan 2026 - 11 Jan 2026,𝐇𝐢𝟖𝟖 - 𝐓𝐫𝐚𝐧𝐠 𝐂𝐡ủ 𝐔𝐲 𝐓í𝐧,https://web.facebook.com/hi88trangchuuytinn/,Yes,,
Hi 88,Inactive,944777689483220,6 Apr 2022 - 26 Apr 2022,Advertising Standards,https://l.facebook.com/l.php?u=https%3A%2F%2Ftransparency.meta.com%2Fpolicies%2Fad-standards%2F&h=AUDFdS14LdT1Dg19ayZ38sld_rQRgtqS_pyuC6OGnQDRkomvjqI0L-1ier6m3ds3uS2l8gZPJB0XIq-cvcx3C2sc5ISIMOsMSRX9CNXRMT2KadjOuHcGSU3H5e8r9W-9zihWNLR4IOZc4EHql9PPJBHVg6I,Yes,,
Hi 88,Inactive,1268442941772091,27 Dec 2025 - 1 Jan 2026,𝐇𝐢𝟖𝟖 - 𝐓𝐡𝐢ê𝐧 Đườ𝐧𝐠 𝐆𝐢ả𝐢 𝐓𝐫í,https://web.facebook.com/hi88thienduongvuichoi/,Yes,,
